StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,difficulty,easy_other,hard_other,influence,variety,worsen,improve,svo_1,svo_2,svo_3,svo_4,svo_5,svo_6,age,gender,vision,hand,id,svo_DO
2019-12-11 12:16:46,2019-12-11 12:19:58,0,157.82.122.136,100,192,1,2019-12-11 12:19:58,R_xacSyFPJnFY8qm5,,,,,35.688201904296875,139.753204345703125,anonymous,JA,5,7,2,5,3,1,5,1,9,9,5,5,9,22,1,2,2,19,inst|svo_5|svo_2|svo_6|svo_1|svo_4|svo_3
2019-12-11 13:32:08,2019-12-11 13:34:13,0,157.82.122.136,100,124,1,2019-12-11 13:34:13,R_eFkt8S3n6mzI0ud,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,7,5,4,5,6,3,1,9,9,4,5,9,21,2,1,2,21,inst|svo_4|svo_6|svo_3|svo_2|svo_1|svo_5
2019-12-11 13:35:53,2019-12-11 13:38:26,0,157.82.122.136,100,152,1,2019-12-11 13:38:27,R_2yfrsQ1f77GRMPA,,,,,35.688201904296875,139.753204345703125,anonymous,JA,5,6,3,2,6,5,3,1,9,9,4,5,9,24,2,3,2,20,inst|svo_3|svo_2|svo_4|svo_5|svo_1|svo_6
2019-12-11 15:01:13,2019-12-11 15:04:25,0,157.82.122.136,100,192,1,2019-12-11 15:04:25,R_2f9cRTNsjx05D2u,,,,,35.688201904296875,139.753204345703125,anonymous,JA,5,6,2,3,6,4,4,5,5,9,4,3,1,24,1,2,2,22,inst|svo_4|svo_1|svo_6|svo_5|svo_3|svo_2
2019-12-11 15:07:37,2019-12-11 15:09:34,0,157.82.122.136,100,117,1,2019-12-11 15:09:34,R_rpQw0ajiiRQdndD,,,,,35.688201904296875,139.753204345703125,anonymous,JA,7,6,2,2,1,5,3,1,9,9,9,1,1,23,1,2,2,23,inst|svo_5|svo_3|svo_4|svo_1|svo_2|svo_6
2019-12-11 16:20:45,2019-12-11 16:22:33,0,157.82.122.136,100,108,1,2019-12-11 16:22:33,R_3HIIjF3OwPgX34J,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,6,3,5,2,6,3,1,7,9,5,4,9,24,2,2,2,24,inst|svo_6|svo_4|svo_1|svo_2|svo_3|svo_5
2019-12-11 16:32:27,2019-12-11 16:35:01,0,157.82.122.136,100,153,1,2019-12-11 16:35:01,R_2wtYEoLlT9YWzeG,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,5,3,2,3,3,2,1,9,9,9,5,9,20,2,4,2,25,inst|svo_5|svo_2|svo_3|svo_6|svo_4|svo_1
2019-12-11 18:02:25,2019-12-11 18:04:27,0,157.82.122.136,100,121,1,2019-12-11 18:04:27,R_2CsnhLgHvoRTWWR,,,,,35.688201904296875,139.753204345703125,anonymous,JA,5,7,2,2,6,2,7,1,9,9,5,4,8,23,1,2,2,26,inst|svo_6|svo_5|svo_3|svo_2|svo_1|svo_4
2019-12-12 11:47:22,2019-12-12 11:51:01,0,157.82.122.136,100,218,1,2019-12-12 11:51:01,R_1gbzJBLAfIxykoc,,,,,35.688201904296875,139.753204345703125,anonymous,JA,4,6,2,3,6,4,4,1,9,9,1,5,9,22,2,2,2,27,inst|svo_3|svo_4|svo_2|svo_6|svo_1|svo_5
2019-12-12 12:03:56,2019-12-12 12:06:37,0,157.82.122.136,100,161,1,2019-12-12 12:06:38,R_2ymigmHta1g3Vs1,,,,,35.688201904296875,139.753204345703125,anonymous,JA,3,7,2,2,6,3,6,1,9,9,4,1,9,23,2,3,2,28,inst|svo_5|svo_3|svo_6|svo_2|svo_1|svo_4
2019-12-12 13:17:36,2019-12-12 13:19:44,0,157.82.122.136,100,127,1,2019-12-12 13:19:44,R_2WwjFzEjHLhDfRP,,,,,35.688201904296875,139.753204345703125,anonymous,JA,5,5,2,2,7,5,3,1,9,9,5,5,9,21,1,2,2,29,inst|svo_2|svo_3|svo_5|svo_1|svo_6|svo_4
2019-12-12 14:54:57,2019-12-12 14:56:58,0,157.82.122.136,100,121,1,2019-12-12 14:56:58,R_2s5ybsoVXkw5F7Y,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,6,2,5,6,5,3,1,9,9,6,2,6,24,2,3,2,30,inst|svo_6|svo_4|svo_1|svo_5|svo_2|svo_3
2019-12-12 16:28:02,2019-12-12 16:30:28,0,157.82.122.136,100,145,1,2019-12-12 16:30:29,R_OrPfPkvR8URqhJT,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,7,2,5,2,3,2,1,9,9,9,1,1,22,1,2,2,31,inst|svo_6|svo_2|svo_5|svo_1|svo_4|svo_3
2019-12-12 16:30:01,2019-12-12 16:31:45,0,157.82.122.136,100,104,1,2019-12-12 16:31:45,R_Q6qvR5AsqYwegLL,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,7,3,1,6,2,2,1,9,9,7,3,9,22,1,2,2,32,inst|svo_1|svo_5|svo_3|svo_4|svo_6|svo_2
2019-12-12 17:46:16,2019-12-12 17:47:41,0,157.82.122.136,100,85,1,2019-12-12 17:47:42,R_1KlrhQO0TuvuKWk,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,7,5,3,6,3,5,8,9,9,8,1,9,22,2,3,2,33,inst|svo_1|svo_4|svo_2|svo_3|svo_5|svo_6
2019-12-12 18:04:13,2019-12-12 18:06:33,0,157.82.122.136,100,139,1,2019-12-12 18:06:33,R_3HwE6q7WzQDv7qa,,,,,35.688201904296875,139.753204345703125,anonymous,JA,5,6,3,3,6,4,4,1,9,9,6,4,9,22,2,2,2,34,inst|svo_3|svo_5|svo_6|svo_1|svo_2|svo_4
2019-12-13 11:53:10,2019-12-13 11:55:15,0,157.82.122.136,100,124,1,2019-12-13 11:55:15,R_Zyiw4PEf3KxfKvf,,,,,35.688201904296875,139.753204345703125,anonymous,JA,5,6,3,3,7,5,2,1,9,9,5,5,9,19,1,2,2,36,inst|svo_6|svo_3|svo_1|svo_2|svo_5|svo_4
2019-12-13 11:53:07,2019-12-13 11:55:55,0,157.82.122.136,100,167,1,2019-12-13 11:55:55,R_2zjdMzKgLItWgsc,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,6,3,1,5,5,1,1,9,9,7,3,6,20,1,2,2,35,inst|svo_4|svo_2|svo_3|svo_5|svo_6|svo_1
2019-12-13 13:23:42,2019-12-13 13:24:40,0,157.82.122.136,100,58,1,2019-12-13 13:24:40,R_SHpDqycfYmZuztL,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,6,3,2,6,4,3,1,9,9,9,1,1,20,2,1,2,37,inst|svo_5|svo_2|svo_6|svo_4|svo_1|svo_3
2019-12-13 13:24:13,2019-12-13 13:26:40,0,157.82.122.136,100,147,1,2019-12-13 13:26:40,R_1JPWYNVFeQLhB9C,,,,,35.688201904296875,139.753204345703125,anonymous,JA,7,5,7,2,6,5,3,1,9,9,5,3,9,22,2,3,2,38,inst|svo_5|svo_3|svo_2|svo_6|svo_1|svo_4
2019-12-13 15:07:10,2019-12-13 15:09:34,0,157.82.122.136,100,144,1,2019-12-13 15:09:34,R_DwsUtLfSzfWbgRz,,,,,35.688201904296875,139.753204345703125,anonymous,JA,4,6,2,5,5,3,5,1,9,9,9,1,9,21,1,1,2,40,inst|svo_3|svo_2|svo_1|svo_6|svo_4|svo_5
2019-12-13 15:22:27,2019-12-13 15:24:50,0,157.82.122.136,100,143,1,2019-12-13 15:24:50,R_3qJrH6FAvqaMzwd,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,7,5,2,1,5,3,1,9,9,5,5,9,19,1,1,2,39,inst|svo_6|svo_1|svo_5|svo_2|svo_4|svo_3
2019-12-13 16:25:34,2019-12-13 16:27:54,0,157.82.122.136,100,140,1,2019-12-13 16:27:54,R_28HYY9lqfgn7VTC,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,6,2,3,5,3,3,1,9,9,4,5,9,22,2,2,2,42,inst|svo_2|svo_3|svo_1|svo_4|svo_5|svo_6
2019-12-13 17:57:52,2019-12-13 18:00:47,0,157.82.122.136,100,174,1,2019-12-13 18:00:47,R_1gv7OpCaFLhpJQu,,,,,35.688201904296875,139.753204345703125,anonymous,JA,5,6,2,2,6,4,4,1,9,9,9,5,9,23,1,3,2,41,inst|svo_3|svo_4|svo_5|svo_2|svo_1|svo_6
2019-12-13 18:00:56,2019-12-13 18:03:20,0,157.82.122.136,100,144,1,2019-12-13 18:03:20,R_2xLd4bNjHBprvJd,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,7,2,3,5,2,5,1,9,9,4,5,9,20,1,2,2,43,inst|svo_5|svo_1|svo_3|svo_4|svo_2|svo_6
2019-12-16 11:50:49,2019-12-16 11:52:02,0,157.82.122.136,100,73,1,2019-12-16 11:52:02,R_3q8A5MZ1iJtU5D7,,,,,35.688201904296875,139.753204345703125,anonymous,JA,5,7,3,2,6,3,5,1,9,9,9,1,1,20,2,2,2,44,inst|svo_2|svo_4|svo_1|svo_3|svo_6|svo_5
2019-12-16 12:05:02,2019-12-16 12:07:42,0,157.82.122.136,100,159,1,2019-12-16 12:07:42,R_D8KeSHP7SC24PdL,,,,,35.688201904296875,139.753204345703125,anonymous,JA,5,7,3,5,6,5,5,1,8,9,5,5,9,23,2,3,2,45,inst|svo_1|svo_3|svo_5|svo_2|svo_6|svo_4
2019-12-16 13:23:42,2019-12-16 13:25:36,0,157.82.122.136,100,114,1,2019-12-16 13:25:36,R_Q3pmHfON47mC71T,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,6,5,2,7,2,1,1,9,9,9,1,1,22,1,2,2,47,inst|svo_6|svo_5|svo_1|svo_2|svo_4|svo_3
2019-12-16 13:24:58,2019-12-16 13:27:58,0,157.82.122.136,100,180,1,2019-12-16 13:27:58,R_29gZI9HhaIGIyz9,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,7,1,2,1,1,5,1,9,9,5,1,9,23,1,2,2,46,inst|svo_2|svo_5|svo_6|svo_4|svo_1|svo_3
2019-12-16 14:51:13,2019-12-16 14:52:44,0,157.82.122.136,100,91,1,2019-12-16 14:52:45,R_syShOtP1P1do1tD,,,,,35.688201904296875,139.753204345703125,anonymous,JA,5,3,3,2,6,5,3,1,9,9,5,5,9,23,2,3,2,49,inst|svo_2|svo_4|svo_6|svo_5|svo_1|svo_3
2019-12-16 14:57:18,2019-12-16 15:00:48,0,157.82.122.136,100,209,1,2019-12-16 15:00:48,R_9EwuBU8kwEgY0tX,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,7,2,3,5,3,6,1,8,9,4,5,9,24,2,1,2,48,inst|svo_6|svo_5|svo_3|svo_1|svo_4|svo_2
2019-12-16 16:27:09,2019-12-16 16:28:57,0,157.82.122.136,100,107,1,2019-12-16 16:28:57,R_2b3qsMh27RueB7D,,,,,35.688201904296875,139.753204345703125,anonymous,JA,7,6,3,1,5,3,2,1,9,9,5,1,6,22,1,2,2,51,inst|svo_6|svo_3|svo_4|svo_5|svo_2|svo_1
2019-12-16 16:30:56,2019-12-16 16:34:09,0,157.82.122.136,100,192,1,2019-12-16 16:34:09,R_2cdQ9Axbjy85WD9,,,,,35.688201904296875,139.753204345703125,anonymous,JA,5,7,6,5,6,4,4,1,9,9,4,5,9,23,1,2,2,50,inst|svo_5|svo_4|svo_6|svo_1|svo_2|svo_3
2019-12-16 17:54:27,2019-12-16 17:56:32,0,157.82.122.136,100,125,1,2019-12-16 17:56:32,R_QaVN1o8y4cJHxbX,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,6,2,3,6,4,4,1,9,9,9,1,1,21,2,4,2,53,inst|svo_2|svo_6|svo_4|svo_3|svo_1|svo_5
2019-12-16 17:57:26,2019-12-16 17:59:55,0,157.82.122.136,100,149,1,2019-12-16 17:59:55,R_2pSSNfQkSHlfLtq,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,7,4,6,7,6,1,1,9,9,5,5,9,22,2,2,2,52,inst|svo_5|svo_1|svo_3|svo_2|svo_6|svo_4
2019-12-17 12:02:48,2019-12-17 12:05:06,0,157.82.122.136,100,138,1,2019-12-17 12:05:06,R_1CmEF6WsCmJ21Nf,,,,,35.688201904296875,139.753204345703125,anonymous,JA,5,5,2,3,6,3,3,1,9,9,5,1,1,22,1,1,2,55,inst|svo_6|svo_4|svo_1|svo_3|svo_5|svo_2
2019-12-17 12:04:03,2019-12-17 12:06:11,0,157.82.122.136,100,127,1,2019-12-17 12:06:11,R_2zCiReMgG4dG55i,,,,,35.688201904296875,139.753204345703125,anonymous,JA,5,7,5,1,6,3,3,1,9,9,9,1,1,24,1,2,2,54,inst|svo_1|svo_4|svo_6|svo_3|svo_2|svo_5
2019-12-17 13:38:17,2019-12-17 13:40:53,0,157.82.122.136,100,156,1,2019-12-17 13:40:53,R_2U4RV8d40kh38tc,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,6,4,3,2,3,3,1,9,9,4,5,9,20,2,2,2,56,inst|svo_3|svo_5|svo_2|svo_1|svo_4|svo_6
2019-12-17 13:38:24,2019-12-17 13:44:24,0,157.82.122.136,100,360,1,2019-12-17 13:44:26,R_2PaKX3r0uLILRpH,,,,,35.688201904296875,139.753204345703125,anonymous,JA,5,7,3,3,2,1,1,1,9,9,5,5,6,24,2,3,2,57,inst|svo_6|svo_5|svo_2|svo_3|svo_1|svo_4
2019-12-17 14:57:30,2019-12-17 14:59:48,0,157.82.122.136,100,138,1,2019-12-17 14:59:49,R_2wzrYH6Tg64Bnki,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,6,2,1,5,1,1,1,9,9,5,1,1,20,1,2,2,58,inst|svo_6|svo_4|svo_5|svo_3|svo_2|svo_1
2019-12-17 15:01:53,2019-12-17 15:04:05,0,157.82.122.136,100,131,1,2019-12-17 15:04:05,R_54iYlWHuz63v7oZ,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,7,2,1,7,1,1,1,9,9,9,1,1,22,1,2,2,59,inst|svo_6|svo_5|svo_4|svo_1|svo_3|svo_2
2019-12-17 16:20:50,2019-12-17 16:22:12,0,157.82.122.136,100,81,1,2019-12-17 16:22:12,R_3E9WR872sUu3aiJ,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,6,3,2,2,2,2,1,9,9,5,5,9,24,2,2,2,61,inst|svo_3|svo_5|svo_4|svo_2|svo_1|svo_6
2019-12-17 16:23:13,2019-12-17 16:25:55,0,157.82.122.136,100,162,1,2019-12-17 16:25:55,R_UGsw0ceZCqzETZf,,,,,35.688201904296875,139.753204345703125,anonymous,JA,6,7,3,2,3,6,1,1,9,9,5,5,9,22,2,3,2,60,inst|svo_6|svo_1|svo_5|svo_4|svo_2|svo_3
2019-12-17 18:02:22,2019-12-17 18:05:09,0,157.82.122.136,100,166,1,2019-12-17 18:05:09,R_2RXquLAvsVTntNv,,,,,35.688201904296875,139.753204345703125,anonymous,JA,5,6,5,5,3,5,2,1,9,9,4,4,9,20,1,2,2,62,inst|svo_5|svo_3|svo_6|svo_1|svo_2|svo_4
2019-12-17 18:05:28,2019-12-17 18:08:05,0,157.82.122.136,100,157,1,2019-12-17 18:08:05,R_1hMF0YXwEoZPUBF,,,,,35.688201904296875,139.753204345703125,anonymous,JA,5,6,3,3,6,2,4,1,9,9,5,5,9,26,1,2,2,63,inst|svo_5|svo_4|svo_6|svo_3|svo_2|svo_1
